Component 1,Component 2,Component 3,Component 4,Component 5,Cluster,country,iso_a3
-0.4481568196046851,0.13874837161334402,-0.20415466399301166,-0.0068654599304929075,-0.1503245703422483,2,Channel Islands,not found
-0.15241767178001236,0.06540531830748163,-0.08975795764910291,0.027025692539347432,-0.02853870640942645,2,Chile,CHL
-0.2612937444453297,-0.07558236230230936,-0.16835305657699326,-0.0675691747725741,-0.06440330124574492,2,China,CHN
-0.04876488391993161,-0.3620309349958342,0.28500118704310673,0.02373337005643865,-0.3244036409242021,1,Colombia,COL
0.5068163509946003,0.3169839439224732,0.07319007135401655,-0.2049854650227439,0.07954853234162425,0,Comoros,COM
1.1117361909651073,-0.32957407667233074,0.04411924180344708,-0.13042453342681423,-0.09693792056261256,0,"Congo, Dem. Rep.",COD
0.6801003984196575,-0.2695755590517511,0.5368642844552227,0.07138346296696645,-0.04637241284319428,0,"Congo, Rep.",COG
-0.005787122702686587,0.011834636892058954,-0.0013676492668297712,0.0009059960407121363,0.021824814532613222,1,Cook Islands,COK
-0.25571554105220295,-0.48993063422791255,0.17179907908593706,0.44435043621651665,-0.21376772324046778,1,Costa Rica,CRI
0.6652784163332597,0.13048643612887534,-0.1467348897949353,-0.20758588117231389,0.16136287802376817,0,Cote d'Ivoire,CIV
-0.1461783997158782,0.04922054527775243,-0.04643419893773537,-0.018322458736609183,0.0475627189606256,2,Croatia,HRV
-0.31112632779636135,-0.1297099222195341,-0.2283542619072531,0.36737862876388827,0.17254250793647136,2,Cuba,CUB
-0.41633661053641674,0.38006429003605563,-0.014975386926605034,0.05990687001241354,-0.2058700280979686,3,Curacao,CUW
-0.3604012872187381,0.07025140995470211,-0.1574618248106004,-0.09223974634486623,0.014971032342408255,2,Cyprus,CYP
-0.45282232662122707,-0.03903692984648073,-0.22535028510126257,-0.09074633454773016,0.1276142684534459,2,Czechia,CZE
-0.22547775184287697,0.015357469996460111,-0.34479391949481925,0.25363305434503525,0.1507506157934524,2,Denmark,DNK
0.1878961634264458,0.6913586966106777,0.507378535935147,0.3920354172493553,0.04387770979784696,3,Djibouti,DJI
-0.2886077658009425,-0.26886266049309193,0.21289903687487904,-0.028957823500644943,0.11852042334237436,1,Dominica,DMA
-0.24374328079534746,-0.23522934145074284,0.10586464960442195,0.012996561732907842,-0.0493789680564646,1,Dominican Republic,DOM
0.09190216640108033,0.2226552447540756,0.02057344259818348,-0.0329504317444652,0.0182099622206724,3,Early-demographic dividend,not found
-0.2436558087826842,-0.02535632559089077,-0.15428721452860436,-0.13621859461948563,0.04149288408330913,2,East Asia & Pacific,not found
-0.20308162792467663,-0.0728630608746789,-0.1237636666323639,-0.13946553051850055,0.020841963955142793,2,East Asia & Pacific (IDA & IBRD countries),not found
-0.2125264078820981,-0.05699120868886896,-0.13397279713328789,-0.14254090733980615,0.055369449317867823,2,East Asia & Pacific (excluding high income),not found
-0.27049550252119675,-0.39652893866642897,0.009452605563511135,0.14468145606970384,-0.1776339156486698,1,Ecuador,ECU
-0.12545658008280572,0.5621876309204509,0.11257893621531524,-0.08581177234159695,0.01775592308785071,3,"Egypt, Arab Rep.",EGY
-0.009510472319985521,0.0078034503399402695,-0.0275100261068995,-0.0017433476209074935,0.014601010550741023,1,El Salvador,SLV
-0.16411364304879758,-0.3952955959045411,0.4599783356729802,-0.09118826426728809,0.27249741845023434,1,Equatorial Guinea,GNQ
0.8651741822465833,-0.0017475616357305436,-0.26956681778944197,0.08529145846746575,-0.14329250658410528,0,Eritrea,ERI
-0.30768105459213185,-0.3079562366525562,-0.09748086668225485,0.06520049484200868,0.0844740244622201,2,Estonia,EST
0.8261942770376798,0.2912890876162464,0.4436067805529091,0.13186405648704894,0.010762140226804528,0,Eswatini,SWZ
0.966380342123659,-0.16025490808019877,-0.4593086746006227,0.2800330948596304,-0.04657067593312243,0,Ethiopia,ETH
-0.5239560420678083,-0.1678201820387407,-0.07036918982666586,0.20118808066386315,-0.0665435478767203,2,Euro area,not found
-0.4396082803996259,-0.1306923871297043,-0.03500080151457416,0.09160486643770994,-0.00791123163675804,2,Europe & Central Asia,not found
-0.38059765719034855,-0.07817707774655207,0.04742446233320212,-0.044303525008004115,0.022838244123900123,2,Europe & Central Asia (IDA & IBRD countries),not found
-0.3843767040203647,-0.07110838996235336,0.06634186343064843,-0.04652681890854509,0.030155432635812277,2,Europe & Central Asia (excluding high income),not found
-0.46821102025228845,-0.1890536875806245,-0.060929766987537694,0.1644579346669189,-0.10443915384132228,2,European Union,not found
-0.43933661706066884,0.2551098808978037,-0.36726039951423783,-0.14524162658687512,-0.1688183275004471,2,Faroe Islands,FRO
-0.07541497114149508,-0.13955008660517468,0.2017468294052337,-0.10686653531912045,0.2326483613501555,1,Fiji,FJI
-0.2619240221753667,-0.43494242532087174,-0.10586816905063325,0.3516853567293719,0.1588949106986158,1,Finland,FIN
0.6717663483894909,0.18910106433295185,-0.0759995870305584,-0.02692770413098528,0.13341237263928316,0,Fragile and conflict affected situations,not found
-0.5019932629756599,-0.08004753292755046,-0.1158325406744859,0.2992719765843026,0.006035465327218354,2,France,FRA
-0.545933824225685,-0.10987594051461413,0.061577336617349716,0.18220239631183727,-0.06504635914525708,2,French Polynesia,PYF
0.6069536520927978,-0.368220826834733,0.6398110818076761,0.21657793803558725,-0.12631262549248276,0,Gabon,GAB
0.5737610900333141,0.14469031567297358,-0.029987459728682126,-0.25843741657029035,0.10607005803276208,0,"Gambia, The",GMB
-0.1804168426811662,-0.08565746373824719,0.17841617276484492,0.0075066138668398305,-0.030915239399294896,1,Georgia,GEO
-0.49304191915829776,-0.15135209732439525,-0.2242408128006594,0.07860762961353766,-0.01343586418337543,2,Germany,DEU
0.310963892764684,-0.09372441088733616,-0.028630155198215722,-0.23277575347269613,0.17167814194508638,1,Ghana,GHA
-0.4906315091469333,0.2714553761064065,-0.35786759126897777,-0.24802130215837717,-0.2631888739782861,2,Gibraltar,GIB
0.626066793896109,0.2635162682750962,-0.0717050502602696,-0.04775835420824509,0.16193193780888854,0,Global Partnership for Education,not found
-0.24572267501496114,0.15219139468333254,0.1932483499180783,0.13274818956307066,-0.1130143498226925,3,Greece,GRC
-0.18278995290638322,0.5589025871607448,0.2449865905219367,0.15276230104852417,-0.08060749004311211,3,Greenland,GRL
-0.42912103717234396,-0.27448903374106237,0.05325378530757384,0.31197890856041127,0.03722043329736972,2,Grenada,GRD
-0.4240365812581557,-0.27761180045513595,0.03200131587466174,-0.03442179803994578,-0.05494048570817199,2,Guam,GUM
0.5063713041886909,0.01910709130271211,-0.0668816217703608,-0.09328517537645756,-0.16530800429660725,0,Guatemala,GTM
0.8130931930327406,0.08233937754500466,0.007799466584890504,-0.014693553185141008,-0.0649445019159644,0,Guinea,GIN
0.8859504965772378,-0.441463419056646,0.21377016819719985,-0.15340577672679534,-0.1279857868671344,0,Guinea-Bissau,GNB
-0.28459824599325945,-0.37237168865656906,0.5090143125592117,0.1587391199376444,0.20968487721299137,1,Guyana,GUY
0.8762678315441089,0.23446399189982176,0.0894928053690322,-0.06471275255004971,-0.14324400385975022,0,Haiti,HTI
0.8901299349685431,-0.051083792300194615,-0.1678904656072666,0.05403996622443054,-0.05335165190101431,0,Heavily indebted poor countries (HIPC),not found
-0.5059412009375577,-0.09566867845309249,-0.17434508073338886,0.06354026063236935,-0.07105145022860569,2,High income,not found
0.17886070235330506,-0.360511391306715,0.1783086937110184,0.00755339768847772,-0.20207255547395317,1,Honduras,HND
-0.6716656107439353,-0.26377809849629064,-0.12102808251219008,-0.06926479639597846,-0.1974583693938722,2,"Hong Kong SAR, China",HKG
-0.2902332518473519,0.10574073130391974,-0.1076661480276279,-0.20774947159934012,0.06287144082698548,2,Hungary,HUN
-0.13167424167340086,0.033435076660477125,-0.007552352939364837,-0.042919852149866725,0.05830261136495352,1,IBRD only,not found
0.0513008434572773,0.07586398046023496,0.000795177754497748,-0.08507926567518406,0.08093865485395192,1,IDA & IBRD total,not found
0.7895837780088524,0.15610176701842687,-0.011780811804086983,-0.06981158784174793,0.09880934224115012,0,IDA blend,not found
0.7227701043037171,0.06426801327944434,-0.10593812201524457,-0.023994463114703178,-0.004141889596991128,0,IDA only,not found
0.7321192554272637,0.10111144462262563,-0.07378098575886366,-0.03947877923851393,0.030762654449236048,0,IDA total,not found
0.48458462419734005,-0.007678125516670537,-0.624311776738993,0.33481165399387336,-0.12455056871835912,0,Iceland,ISL
0.2306087181960605,0.29135285616039114,0.08327855668106973,-0.12167100870841956,-0.06025647274843938,3,India,IND
-0.10101863377264743,-0.20295277465107467,0.07316303718618421,-0.176452480742061,0.041112329329211154,1,Indonesia,IDN
-0.26857555449908777,0.49682358040363855,0.225304119378675,-0.16332128755706313,-0.2940852450383304,3,"Iran, Islamic Rep.",IRN
-0.1788679779057697,0.5896777379053463,0.24146640041371759,0.11904635511376925,-0.06781316716265914,3,Iraq,IRQ
-0.40217773549156405,0.1038365963560475,-0.25605518812124717,-0.04034089489867391,-0.010953651255945518,2,Ireland,IRL
-0.45736178890860824,0.2553041205332177,-0.24418009430951443,-0.1019136251498022,-0.19448455488973804,2,Isle of Man,IMN
-0.3963358601758962,0.038324237313267076,-0.26309854833969054,-0.0565897794531575,-0.09798314463471969,2,Israel,ISR
-0.49623405942331855,-0.05252996708926921,-0.000232535654969712,0.2709903612856003,-0.1573207478971868,2,Italy,ITA
-0.19206888218822324,-0.28681152552319655,0.14219458028270524,-0.16782207952136285,0.05433970660041176,1,Jamaica,JAM
-0.4502679096811683,-0.3509966481214157,0.03467304905105721,-0.3078482382813359,-0.17030168226056475,2,Japan,JPN
-0.156802418880656,0.5988288762731044,0.30615907378465645,0.08855939869222332,-0.2133621008383925,3,Jordan,JOR
-0.4549270109124862,0.17224462910674457,-0.3160979813024816,-0.035618540619527725,0.13925073610677458,2,Kazakhstan,KAZ
0.8059675721114473,0.05750880849377935,-0.280433018254122,0.0374839081682539,0.06398894494164402,0,Kenya,KEN
0.21239576022648848,0.46795484517677216,0.05948066811638931,-0.04109794765056925,0.34209650595353863,3,Kiribati,KIR
-0.1424584194933502,-0.3013135506298471,-0.0017410305063426178,-0.21617923660500235,0.10726664283511463,1,"Korea, Dem. People's Rep.",PRK
-0.5053319354285933,-0.3525588255449671,0.026745171736468575,-0.2069176801493554,-0.16396528618760203,2,"Korea, Rep.",KOR
-0.36934697524153554,-0.15643584888174386,-0.03758138277256682,0.11025128871033722,-0.010497349023028367,2,Kosovo,XKX
-0.4770227078615794,0.3129946251539438,-0.3044647506446444,-0.38741824603501607,-0.19117392282655885,2,Kuwait,KWT
-0.08139593229930023,0.18820324227868793,-0.15654396636388274,-0.06846783352114522,0.2141568740912534,3,Kyrgyz Republic,KGZ
0.3246283103651637,-0.4009768733401169,0.09488805606067136,-0.11785733908926074,0.11043414018587726,1,Lao PDR,LAO
-0.2767379785509305,-0.13543809986279404,-0.0650184402310826,-0.08956884568968017,0.03102570756957529,2,Late-demographic dividend,not found
-0.14915609453710735,-0.2320696316864655,0.0749370399520926,0.16367494453661185,-0.0488308016209437,1,Latin America & Caribbean,not found
-0.17408022532806053,-0.21247457701113617,0.053947584613722184,0.1906464701792969,0.023826881301707292,1,Latin America & Caribbean (excluding high income),not found
-0.16893087709550336,-0.19979554706167166,0.07862077714258,0.12469605612604823,-0.0045310246812126816,1,Latin America & the Caribbean (IDA & IBRD countries),not found
-0.0883848756819735,-0.28109703520899354,0.007675752145431441,0.10287003114282506,0.047238746666327686,1,Latvia,LVA
0.8011914619322423,0.05016076268030546,-0.13397225864797832,0.017298765987399056,-0.011951446998877227,0,Least developed countries: UN classification,not found
-0.35007693343035984,0.3474813175953229,0.2016754016324567,-0.15848209850261036,-0.22779486945516944,3,Lebanon,LBN
-0.005787122702686587,0.011834636892058954,-0.0013676492668297712,0.0009059960407121363,0.021824814532613222,1,Lending category not classified,not found
0.2853698238945507,0.3735901570574933,0.20340340470070334,0.2188526184232326,0.43863136176084866,3,Lesotho,LSO
0.9473656223308501,-0.628167749583197,0.14744214440876408,-0.20451363183162238,-0.09600227120002441,0,Liberia,LBR
-0.2663419313072327,0.5497051701825494,0.25754751228832606,0.1376888946548748,-0.09813745658195613,3,Libya,LBY
0.20381279159243693,-0.20206071585791707,-0.0766449914562824,-0.1893802363192074,-0.34468480713789373,1,Liechtenstein,LIE
-0.12257070413024095,-0.11002087290350744,-0.05308992202488361,-0.0068448388799745696,-0.0249703234819534,1,Lithuania,LTU
0.08115168794952807,0.0745424369531394,-0.015337052941600099,-0.07242025845866118,0.07024813835817077,1,Low & middle income,not found
0.886738530634467,0.07010500617106753,-0.18211096105195645,0.05619727275296268,-0.0355551635557261,0,Low income,not found
0.25746926742283077,0.23279165301549493,0.027013639124976025,-0.08041710736837496,0.04394246410728963,3,Lower middle income,not found
-0.4050403777300551,-0.11019823509579632,-0.20809675851973133,-0.0928219093669339,-0.15041787305456958,2,Luxembourg,LUX
-0.5712128147806964,-0.010238874613635058,-0.39583770452939043,-0.06155423203738904,-0.20151955077188433,2,"Macao SAR, China",MAC
0.8884798651585851,-0.18026526152861813,-0.3177917152923196,-0.10513145875534631,-0.07550291809908616,0,Madagascar,MDG
0.9811522647235312,-0.028615372085800655,-0.26962259880319783,0.07520710550542743,-0.06044174592535127,0,Malawi,MWI
-0.2900852739007894,-0.27798990598552936,0.10296973336614983,-0.27023556371487273,-0.07092833382296627,1,Malaysia,MYS
-0.41686355768814515,0.333501742132826,-0.11356663028591071,-0.27231797982194345,-0.010867804396996176,2,Maldives,MDV
0.8767920518316041,0.20434729670379645,-0.135139349574306,-0.21416843458406534,0.034229572502678614,0,Mali,MLI
-0.41226389240101446,0.21425419961888303,-0.24038247619051378,-0.13696508094857496,-0.011331295598583348,2,Malta,MLT
0.11960807556813115,-0.10369394525343656,0.16717880588779543,-0.398680500699334,0.4572176795121929,1,Marshall Islands,MHL
0.343154575723174,0.5998647179504624,0.10150419943678543,-0.048963512975114414,0.08111514888626185,3,Mauritania,MRT
-0.16912074850206305,0.16539534639628226,-0.014792574207033586,-0.09060031124128254,0.0693175447715762,2,Mauritius,MUS
-0.005787122702686587,0.011834636892058954,-0.0013676492668297712,0.0009059960407121363,0.021824814532613222,1,Mayotte,MYT
-0.4375813896260517,-0.08910228289989011,-0.14231048600423565,0.28652055587269615,0.18394012926523406,2,Mexico,MEX
-0.2635748897873069,-0.4213954289807075,0.4780031047763225,-0.32584198681479903,0.2877990352627701,1,"Micronesia, Fed. Sts.",FSM
-0.22382414121728175,0.5514638758877376,0.1082927849456222,-0.046036533344557005,-0.06286466776123653,3,Middle East & North Africa,not found
-0.18343171666713426,0.5882164165848812,0.1753528734323896,-0.008670992920896466,-0.058515131138749954,3,Middle East & North Africa (IDA & IBRD countries),not found
-0.18431109220714742,0.5884882672798647,0.1788785042955479,-0.0057139824031281075,-0.05846124625809889,3,Middle East & North Africa (excluding high income),not found
-0.017507101684911177,0.06139576648739125,-0.0009153533639739229,-0.06698040647391176,0.09018665527555345,1,Middle income,not found
-0.03929189718330127,0.1104339881187802,-0.3299091528995971,-0.10284480954563364,0.4244785674438726,2,Moldova,MDA
-0.2140212107353697,0.38391578805907967,-0.011554628419007625,0.23290710888628974,-0.14161834675738064,3,Monaco,MCO
-0.28948571420441527,0.19601815784713267,-0.12158952967908279,-0.16387748367906677,0.13756329683028218,2,Mongolia,MNG
-0.1665344464473019,-0.25094528287195444,0.2667719157186202,0.253369001465745,-0.030150676057714494,1,Montenegro,MNE
-0.005787122702686587,0.011834636892058954,-0.0013676492668297712,0.0009059960407121363,0.021824814532613222,1,Montserrat,MSR
-0.14579805131462448,0.37279569958036024,0.15170030093882086,0.046769203296614936,-0.10429796322976001,3,Morocco,MAR
1.1464003528324793,-0.4636676497572354,-0.24851176689347929,0.2666924692589826,-0.07964775772381782,0,Mozambique,MOZ
0.5317450482105884,-0.16171587566798926,0.04229340027589404,-0.3129585268291925,-0.0564058332528707,0,Myanmar,MMR
0.005853986735597865,0.2409841798677314,0.18371236969776955,0.5402104579736413,0.39778131590564025,3,Namibia,NAM
-0.1419196666902362,0.6026478432931359,0.25074831222368976,-0.10054622151162261,0.1504547114106493,3,Nauru,NRU
0.5173586321302114,-0.045976741119947276,0.14792078087048777,0.3380590905664504,-0.24917160578559117,0,Nepal,NPL
-0.4754808220677106,0.06393707692409328,-0.3537151946977032,0.053706895108983646,0.05278639566943321,2,Netherlands,NLD
-0.005787122702686587,0.011834636892058954,-0.0013676492668297712,0.0009059960407121363,0.021824814532613222,1,Netherlands Antilles,not found
-0.5374369525415031,-0.12915569288714063,0.08452448857608777,0.09744907462561198,-0.03943973251864671,2,New Caledonia,NCL
-0.3998637811927363,-0.2683484298075116,-0.28768977359509024,0.23461502425620412,0.02753928826468895,2,New Zealand,NZL
0.0939339375495134,0.010408443815711214,-0.17944924182333205,0.3248775501954051,0.13407301613618994,1,Nicaragua,NIC
0.9082315994365777,0.13719008647505587,-0.3631839037483341,-0.07276476162507076,-0.03230238554697123,0,Niger,NER
1.121989214352549,0.11283094884583239,0.07350896387249807,-0.21325680747848072,-0.011838073962649296,0,Nigeria,NGA
-0.005787122702686587,0.011834636892058954,-0.0013676492668297712,0.0009059960407121363,0.021824814532613222,1,Niue,NIU
-0.5285057016927291,-0.1473574371843833,-0.19472876673315148,-0.03164540577068746,-0.027950485843655552,2,North America,not found
-0.3928608132177143,-0.03265806656601896,0.22057250211059093,0.4225850545705712,-0.003566615424872006,2,North Macedonia,MKD
-0.4425357191545005,-0.23041257847864022,0.1397279266917973,-0.10413148792508689,-0.1514868535622154,2,Northern Mariana Islands,MNP
0.03391496380773676,-0.10210384322564875,-0.40224634547192517,0.30152417944643706,0.080744318230369,2,Norway,NOR
-0.005787122702686587,0.011834636892058954,-0.0013676492668297712,0.0009059960407121363,0.021824814532613222,1,Not classified,not found
-0.493483613813536,-0.09214112851913106,-0.14887191035828296,0.10279067726927565,-0.011466221409761055,2,OECD members,not found
-0.3965850196487999,0.43375595689214913,-0.17008370088676503,-0.3941966925596968,-0.2227169704756014,2,Oman,OMN
0.03596480784292059,0.07165454110526674,0.06004822416650903,-0.024380321395714766,0.08359001114819803,1,Other small states,not found
0.10281073712847323,-0.3680350544455278,0.2638238980865066,-0.3163466009566838,-0.02742998017722898,1,Pacific island small states,not found
0.4083386151604151,0.49043485639070433,-0.05097169130902298,-0.031136805483349368,-0.02211550708757285,3,Pakistan,PAK
-0.3830244861525095,-0.42939429582945254,0.2957356290568622,-0.2626531093459615,0.053944557618092706,1,Palau,PLW
-0.14616235096074554,-0.38834288663314875,0.18391630686995844,-0.09076113004223506,-0.28534279944326596,1,Panama,PAN
0.29196598668279894,-0.4383201104848856,0.3476809061473865,-0.3684961546036046,-0.011678842070359734,1,Papua New Guinea,PNG
0.2028399200636324,-0.29183131309679167,0.0817199469383759,-0.046785305202096145,-0.2134270900332183,1,Paraguay,PRY
-0.15770235629655188,-0.46829166525927274,-0.04838282137489933,0.022564003317182085,-0.033495006541047506,1,Peru,PER
0.005862869425382359,0.03552344544422087,-0.12625098052205466,-0.053717793788485874,0.1178313755011213,1,Philippines,PHL
-0.4191192901249481,-0.023043343971755535,-0.1832294072737036,0.024089690680051075,0.07902965741535121,2,Poland,POL
-0.36692179561569516,-0.17525623058067155,-0.1530354641205206,0.2527604100017735,-0.01270620833718555,2,Portugal,PRT
-0.5200694690892554,-0.11460239457306115,-0.1839153697948156,0.10580740374436436,-0.021037689582783757,2,Post-demographic dividend,not found
0.9032115393695745,0.012424254016988906,-0.09135361501986317,0.03714415907702313,-0.03941708979651439,0,Pre-demographic dividend,not found
-0.3869490946608592,-0.136538075844524,0.23918822578447443,0.013139473313143267,-0.14774108452398,1,Puerto Rico,PRI
-0.45054015719131585,0.24378712010645068,-0.5097733910806244,-0.48056715262578814,-0.20095034639045026,2,Qatar,QAT
-0.0370084812987601,0.04766519260086954,-0.06876127705474999,-0.10519614909439802,0.0006244230358046403,1,Romania,ROU
-0.3636666355230691,-0.19544785161866904,0.05806385685775714,-0.239960086301569,-0.037391224226160404,2,Russian Federation,RUS
0.7363900441317743,0.04325577067358617,-0.24853344629396415,0.6919039200957265,-0.03762893486562379,0,Rwanda,RWA
-0.011323507831819077,-0.2379029242722163,0.36659726922679237,-0.09348278313366504,-0.17259362180713092,1,Samoa,WSM
-0.02974798241305894,0.1998456698247027,-0.1151602488645795,0.01996027245535842,0.0820623456432177,3,San Marino,SMR
0.04048199813178448,-0.16231957754050907,0.48429246896900663,0.07576407050891863,-0.1063739233554373,1,Sao Tome and Principe,STP
-0.4893380210613878,0.42540294205524254,-0.11797130215852997,-0.04785946316921891,-0.1892849621246279,2,Saudi Arabia,SAU
0.28781007066727077,-0.043460722117062416,-0.011626535291904827,0.07151975001678765,0.25306344829843636,1,Senegal,SEN
-0.2869017989806487,-0.03239103857072589,0.0022615722609010047,0.23689566958867006,-0.0014839618149669433,2,Serbia,SRB
-0.31693239615514474,-0.3291349884941495,0.20880629621179572,-0.14416352960570245,0.12124414924888477,1,Seychelles,SYC
0.9847174378474005,-0.04535915979159485,-0.0011406057793227884,-0.11650978552573248,8.463113947767522e-05,0,Sierra Leone,SLE
-0.4721853260584845,-0.05435884815296929,-0.2495022807907628,-0.12321249802251576,-0.1240817159783658,2,Singapore,SGP
-0.2726713986291036,0.21782515786271706,-0.1373967974202397,-0.1507740583129493,0.12328500116984353,2,Sint Maarten (Dutch part),SXM
-0.37312477445745484,0.00034110360807581576,-0.08537868712639142,-0.057598378130889645,0.20554535092076545,2,Slovak Republic,SVK
-0.4580453938650725,-0.24246636156076506,-0.0929404597786611,0.030937946932804994,0.16848288224171964,2,Slovenia,SVN
-0.012041221412479871,0.0082744355963414,0.08599345698280086,-0.07052184784844513,0.1459532957587085,1,Small states,not found
0.19707806733794722,-0.7426036094752325,0.12722924259596136,-0.3861785825904048,0.054544868701080544,1,Solomon Islands,SLB
0.9928041075093086,0.36896548132406676,0.32202966853207143,0.36696037569675105,-0.30094658307552874,0,Somalia,SOM
-0.2241257538264381,0.2619071499195565,0.30949839073937435,0.5879212824530526,0.1973222431541954,3,South Africa,ZAF
0.2560238803922148,0.35192130373563474,0.015353983462701027,-0.07180532061764303,-0.0037405001436084944,3,South Asia,not found
