IDENTIFICACION,IDENTIFICACION TAXONOMICA,NOMBRE CIENTIFICO,CLASIFICACION SUPERIOR,REINO,FILO,CLASE,ORDEN,FAMILIA,GENERO,EPITETO ESPECIFICO,RANGO DE TAXON,NOMBRE VERNACULO,CODIGO NOMENCLATURA,ESTADO TAXONOMICO,TAXON OBSERVACIONES,LENGUAJE,ESTADO DE AMENAZA,MCA1,MCA2,MCA3,Cluster
gbif.org/species/3083327,gbif.org/species/3083327,Eschweilera pachyderma,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Lecythidaceae | Eschweilera,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Eschweilera,pachyderma,Especie,Guasco blanco,ICN,Aceptado,Nombre original validado: Eschweilera pachyderma,es,VU,0.0636213072877812,-0.7289841667946183,-0.0933606604887503,0
gbif.org/species/3083210,gbif.org/species/3083210,Eschweilera rimbachii,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Lecythidaceae | Eschweilera,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Eschweilera,rimbachii,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Eschweilera rimbachii,es,VU,0.0636213072877812,-0.7289841667946183,-0.0933606604887503,0
gbif.org/species/3082327,gbif.org/species/3082327,Grias colombiana,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Lecythidaceae | Grias,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Grias,colombiana,Especie,Guasca,ICN,Aceptado,Nombre original validado: Grias colombiana,es,EN,0.09002291269942869,-0.7597147837640049,-0.1472218404427588,0
gbif.org/species/3082332,gbif.org/species/3082332,Grias multinervia,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Lecythidaceae | Grias,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Grias,multinervia,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Grias multinervia,es,EN,0.09002291269942869,-0.7597147837640049,-0.1472218404427588,0
gbif.org/species/5383774,gbif.org/species/5383774,Gustavia angustifolia,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Lecythidaceae | Gustavia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Gustavia,angustifolia,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Gustavia angustifolia,es,EN,0.08693656099403843,-0.7560471747752948,-0.13953041119182413,0
gbif.org/species/5383833,gbif.org/species/5383833,Gustavia dubia,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Lecythidaceae | Gustavia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Gustavia,dubia,Especie,Mula muerta | Alma negra,ICN,Aceptado,Nombre original validado: Gustavia dubia,es,VU,0.06425002901199312,-0.7297312549490936,-0.09492728429827063,0
gbif.org/species/5383850,gbif.org/species/5383850,Gustavia excelsa,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Lecythidaceae | Gustavia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Gustavia,excelsa,Especie,Pacó | Pacó de monte,ICN,Aceptado,Nombre original validado: Gustavia excelsa,es,VU,0.06425002901199312,-0.7297312549490936,-0.09492728429827063,0
gbif.org/species/166195034,gbif.org/species/166195034,Gustavia foliosa,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Lecythidaceae | Gustavia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Gustavia,foliosa,Especie,Desconocido,ICN,Sinónimo,Nombre original validado: Gustavia foliosa,es,EN,0.08693656099403843,-0.7560471747752948,-0.13953041119182413,0
gbif.org/species/5383767,gbif.org/species/5383767,Gustavia gentryi,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Lecythidaceae | Gustavia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Gustavia,gentryi,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Gustavia gentryi,es,VU,0.06425002901199312,-0.7297312549490936,-0.09492728429827063,0
gbif.org/species/5383831,gbif.org/species/5383831,Gustavia gracillima,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Lecythidaceae | Gustavia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Gustavia,gracillima,Especie,Confite,ICN,Aceptado,Nombre original validado: Gustavia gracillima,es,VU,0.06425002901199312,-0.7297312549490936,-0.09492728429827063,0
gbif.org/species/5383771,gbif.org/species/5383771,Gustavia grandibracteata,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Lecythidaceae | Gustavia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Gustavia,grandibracteata,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Gustavia grandibracteata,es,VU,0.06425002901199312,-0.7297312549490936,-0.09492728429827063,0
gbif.org/species/5383782,gbif.org/species/5383782,Gustavia latifolia,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Lecythidaceae | Gustavia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Gustavia,latifolia,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Gustavia latifolia,es,EN,0.08693656099403843,-0.7560471747752948,-0.13953041119182413,0
gbif.org/species/5383822,gbif.org/species/5383822,Gustavia longifuniculata,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Lecythidaceae | Gustavia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Gustavia,longifuniculata,Especie,Mula muerta,ICN,Aceptado,Nombre original validado: Gustavia longifuniculata,es,VU,0.06425002901199312,-0.7297312549490936,-0.09492728429827063,0
gbif.org/species/5383851,gbif.org/species/5383851,Gustavia petiolata,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Lecythidaceae | Gustavia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Gustavia,petiolata,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Gustavia petiolata,es,VU,0.06425002901199312,-0.7297312549490936,-0.09492728429827063,0
gbif.org/species/5383768,gbif.org/species/5383768,Gustavia romeroi,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Lecythidaceae | Gustavia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Gustavia,romeroi,Especie,Coco hediondo,ICN,Aceptado,Nombre original validado: Gustavia romeroi,es,VU,0.06425002901199312,-0.7297312549490936,-0.09492728429827063,0
gbif.org/species/3082391,gbif.org/species/3082391,Lecythis mesophylla,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Lecythidaceae | Lecythis,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Lecythis,mesophylla,Especie,Coco cristal,ICN,Aceptado,Nombre original validado: Lecythis mesophylla,es,VU,0.06287832494516632,-0.7281011976612085,-0.09150889863218015,0
gbif.org/species/3082354,gbif.org/species/3082354,Lecythis tuyrana,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Lecythidaceae | Lecythis,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Lecythis,tuyrana,Especie,Olla de mono | Olleto,ICN,Aceptado,Nombre original validado: Lecythis tuyrana,es,VU,0.06287832494516632,-0.7281011976612085,-0.09150889863218015,0
gbif.org/species/7313889,gbif.org/species/7313889,Freziera sericea,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Pentaphylacaceae | Freziera,Plantae,Tracheophyta,Magnoliopsida,Ericales,Pentaphylacaceae,Freziera,sericea,Especie,Cerezo,ICN,Aceptado,Nombre original validado: Freziera sericea | Nuevo taxón incluido,es,EN,0.0936287838548098,-0.7655311294499577,-0.16069873625383257,0
gbif.org/species/5557996,gbif.org/species/5557996,Ardisia killipii,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Primulaceae | Ardisia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Ardisia,killipii,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Ardisia killipii | Nuevo taxón incluido,es,CR,0.20469963821629011,-0.738160238246432,-0.0876806415172024,0
gbif.org/species/3585658,gbif.org/species/3585658,Clavija cauliflora,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Primulaceae | Clavija,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Clavija,cauliflora,Especie,Durazno de monte,ICN,Aceptado,Nombre original validado: Clavija cauliflora | Nuevo taxón incluido,es,EN,0.10104816451087495,-0.7601658421615751,-0.14614564079406717,0
gbif.org/species/3585483,gbif.org/species/3585483,Clavija grandis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Primulaceae | Clavija,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Clavija,grandis,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Clavija grandis | Nuevo taxón incluido,es,EN,0.10104816451087495,-0.7601658421615751,-0.14614564079406717,0
gbif.org/species/3585676,gbif.org/species/3585676,Clavija killipii,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Primulaceae | Clavija,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Clavija,killipii,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Clavija killipii | Nuevo taxón incluido,es,EN,0.10104816451087495,-0.7601658421615751,-0.14614564079406717,0
gbif.org/species/3585604,gbif.org/species/3585604,Clavija plumbea,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Primulaceae | Clavija,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Clavija,plumbea,Especie,manzano,ICN,Aceptado,Nombre original validado: Clavija plumbea | Nuevo taxón incluido,es,CR,0.18983741683138905,-0.7402544133193081,-0.09555427217643442,0
gbif.org/species/3585437,gbif.org/species/3585437,Clavija sanctae-martae,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Primulaceae | Clavija,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Clavija,sanctae-martae,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Clavija sanctae-martae | Nuevo taxón incluido,es,VU,0.07836163252882963,-0.7338499223353739,-0.10154251390051366,0
gbif.org/species/3718708,gbif.org/species/3718708,Cybianthus cogolloi,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Primulaceae | Cybianthus,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Cybianthus,cogolloi,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Cybianthus cogolloi | Nuevo taxón incluido,es,EN,0.09844712292082325,-0.7620138567935552,-0.1508914791139505,0
gbif.org/species/3719268,gbif.org/species/3719268,Geissanthus callejasii,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Primulaceae | Geissanthus,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Geissanthus,callejasii,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Geissanthus callejasii | Nuevo taxón incluido,es,EN,0.0991286357794662,-0.7587079463368638,-0.14323329232229248,0
gbif.org/species/3719234,gbif.org/species/3719234,Geissanthus cestrifolius,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Primulaceae | Geissanthus,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Geissanthus,cestrifolius,Especie,Cacho de venado,ICN,Aceptado,Nombre original validado: Geissanthus cestrifolius | Nuevo taxón incluido,es,VU,0.07644210379742092,-0.7323920265106626,-0.09863016542873898,0
gbif.org/species/3719112,gbif.org/species/3719112,Geissanthus francoae,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Primulaceae | Geissanthus,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Geissanthus,francoae,Especie,Huesito,ICN,Aceptado,Nombre original validado: Geissanthus francoae | Nuevo taxón incluido,es,VU,0.07644210379742092,-0.7323920265106626,-0.09863016542873898,0
gbif.org/species/3719077,gbif.org/species/3719077,Geissanthus goudotianus,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Primulaceae | Geissanthus,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Geissanthus,goudotianus,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Geissanthus goudotianus | Nuevo taxón incluido,es,EN,0.0991286357794662,-0.7587079463368638,-0.14323329232229248,0
gbif.org/species/3719056,gbif.org/species/3719056,Geissanthus kalbreyeri,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Primulaceae | Geissanthus,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Geissanthus,kalbreyeri,Especie,Colorado,ICN,Aceptado,Nombre original validado: Geissanthus kalbreyeri | Nuevo taxón incluido,es,VU,0.07644210379742092,-0.7323920265106626,-0.09863016542873898,0
gbif.org/species/3718783,gbif.org/species/3718783,Geissanthus sessiliflorus,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Primulaceae | Geissanthus,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Geissanthus,sessiliflorus,Especie,Tampaco,ICN,Aceptado,Nombre original validado: Geissanthus sessiliflorus | Nuevo taxón incluido,es,CR,0.18791788809998033,-0.7387965174945967,-0.09264192370465973,0
gbif.org/species/3722328,gbif.org/species/3722328,Hymenandra callejasii,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Primulaceae | Hymenandra,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Hymenandra,callejasii,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Hymenandra callejasii | Nuevo taxón incluido,es,EN,0.09844712478501447,-0.7620138879025797,-0.1508913394800538,0
gbif.org/species/3720406,gbif.org/species/3720406,Myrsine paramensis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Primulaceae | Myrsine,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Myrsine,paramensis,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Myrsine paramensis | Nuevo taxón incluido,es,EN,0.10717879954763038,-0.7600426589056481,-0.1445816073544513,0
gbif.org/species/3720244,gbif.org/species/3720244,Myrsine perreticulata,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Primulaceae | Myrsine,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Myrsine,perreticulata,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Myrsine perreticulata | Nuevo taxón incluido,es,CR,0.19596805186814448,-0.7401312300633811,-0.09399023873681858,0
gbif.org/species/2885903,gbif.org/species/2885903,Chrysophyllum euryphyllum,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Sapotaceae | Chrysophyllum,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Chrysophyllum,euryphyllum,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Chrysophyllum euryphyllum | Nuevo taxón incluido,es,EN,0.09366432190353116,-0.7653523813670765,-0.16099196280677103,0
gbif.org/species/5541446,gbif.org/species/5541446,Styrax lasiocalyx,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Styracaceae | Styrax,Plantae,Tracheophyta,Magnoliopsida,Ericales,Styracaceae,Styrax,lasiocalyx,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Styrax lasiocalyx | Nuevo taxón incluido,es,CR,0.22584338774961793,-0.735690141938453,-0.0761672698208272,0
gbif.org/species/5541434,gbif.org/species/5541434,Styrax schultzei,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Styracaceae | Styrax,Plantae,Tracheophyta,Magnoliopsida,Ericales,Styracaceae,Styrax,schultzei,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Styrax schultzei | Nuevo taxón incluido,es,CR,0.22584338774961793,-0.735690141938453,-0.0761672698208272,0
gbif.org/species/3643546,gbif.org/species/3643546,Symplocos lehmannii,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Symplocaceae | Symplocos,Plantae,Tracheophyta,Magnoliopsida,Ericales,Symplocaceae,Symplocos,lehmannii,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Symplocos lehmannii | Nuevo taxón incluido,es,EN,0.09507488276993135,-0.7582822499728528,-0.14338281391715638,0
gbif.org/species/3643578,gbif.org/species/3643578,Symplocos phaeoneura,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Symplocaceae | Symplocos,Plantae,Tracheophyta,Magnoliopsida,Ericales,Symplocaceae,Symplocos,phaeoneura,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Symplocos phaeoneura | Nuevo taxón incluido,es,VU,0.07238835078788605,-0.7319663301466516,-0.09877968702360289,0
gbif.org/species/3643507,gbif.org/species/3643507,Symplocos pichindensis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Symplocaceae | Symplocos,Plantae,Tracheophyta,Magnoliopsida,Ericales,Symplocaceae,Symplocos,pichindensis,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Symplocos pichindensis | Nuevo taxón incluido,es,CR,0.18386413509044547,-0.7383708211305857,-0.09279144529952364,0
gbif.org/species/3643805,gbif.org/species/3643805,Symplocos quindiuensis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Symplocaceae | Symplocos,Plantae,Tracheophyta,Magnoliopsida,Ericales,Symplocaceae,Symplocos,quindiuensis,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Symplocos quindiuensis | Nuevo taxón incluido,es,VU,0.07238835078788605,-0.7319663301466516,-0.09877968702360289,0
gbif.org/species/3643420,gbif.org/species/3643420,Symplocos rhomboidea,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Symplocaceae | Symplocos,Plantae,Tracheophyta,Magnoliopsida,Ericales,Symplocaceae,Symplocos,rhomboidea,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Symplocos rhomboidea | Nuevo taxón incluido,es,EN,0.09507488276993135,-0.7582822499728528,-0.14338281391715638,0
gbif.org/species/3643592,gbif.org/species/3643592,Symplocos trianae,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Symplocaceae | Symplocos,Plantae,Tracheophyta,Magnoliopsida,Ericales,Symplocaceae,Symplocos,trianae,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Symplocos trianae | Nuevo taxón incluido,es,EN,0.09507488276993135,-0.7582822499728528,-0.14338281391715638,0
gbif.org/species/3643127,gbif.org/species/3643127,Symplocos venulosa,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Symplocaceae | Symplocos,Plantae,Tracheophyta,Magnoliopsida,Ericales,Symplocaceae,Symplocos,venulosa,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Symplocos venulosa | Nuevo taxón incluido,es,VU,0.07238835078788605,-0.7319663301466516,-0.09877968702360289,0
gbif.org/species/7316900,gbif.org/species/7316900,Aspidosperma polyneuron,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Gentianales | Apocynaceae | Aspidosperma,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Aspidosperma,polyneuron,Especie,Carreto | Carreto blanco | Costillo | Costillo acanalado (a nivel nacional) | Comulá | Cumulá (Cundinamarca y Tolima) | Quimulá (Cundinamarca y Tolima),ICN,Aceptado,Nombre original validado: Aspidosperma polyneuron,es,EN,0.10688355283187848,-0.7610861726058264,-0.1554873798836793,0
gbif.org/species/7679183,gbif.org/species/7679183,Lacmellea abbreviata,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Gentianales | Apocynaceae | Lacmellea,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Lacmellea,abbreviata,Especie,Sande,ICN,Aceptado,Nombre original validado: Lacmellea abbreviata | Nuevo taxón incluido,es,VU,0.07973889566259801,-0.7294726428531025,-0.0997748863696276,0
